iniNr,id,Tipo,iniTipo,iniDescTipo,iniLeg,iniSel,dataInicioleg,dataFimleg,iniTitulo,iniTextoSubst,iniLinkTexto,iniEventos,iniAutorDeputados,iniAutorOutros,iniId,iniAutorGruposParlamentares,iniTextoSubstCampo,fase,iniAutorOutros_sigla,iniAutorOutros_nome,autor,resultado,reuniao,tipoReuniao,PSD,CH,IL,BE,PS,L,PCP,PAN,data,descricao,iniAnexos,idComissao,nomeComissao,competenteComissao,unanime,ausencias,António Maló De Abreu (Ninsc),peticoes,iniObs,publicacao,iniciativasOrigem,ano,leg
427,114889,I,J,Projeto de Lei,XV,1,2022-03-29,2023-09-14,"Altera o valor das coimas aplicáveis por contraordenações relacionadas às transgressões ocorridas em matéria de infraestruturas rodoviárias onde seja devido o pagamento de taxas de portagens (Nona alteração à Lei n.º 25/2006, de 30 de junho, que aprova o regime sancionatório aplicável às transgressões ocorridas em matéria de infraestruturas rodoviárias onde seja devido o pagamento de taxas de portagem)",SIM,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338784e32557a4f4449345a6930345a6a59784c54517a4d54637459544e6b4e7930344d4449354e444d784e7a52685a5751755a47396a65413d3d&fich=17e3828f-8f61-4317-a3d7-802943174aed.docx&Inline=true,,,,152180,IL,Substituição do texto da iniciativa a pedido do autor em 2023-01-03.,Votação final global,G,Grupos Parlamentares,IL,Aprovado,124,RP,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,Abstenção,A Favor,2023-05-05,"Texto Final apresentado pela Comissão de Economia, Obras Públicas, Planeamento e Habitação relativo ao Projeto de Lei n.º 427/XV/1.ª (IL)",,8330,"Comissão de Economia, Obras Públicas, Planeamento e Habitação",N,,,,,,,,2023,l15
658,114863,I,J,Projeto de Lei,XV,1,2022-03-29,2023-09-14,"Facilita as situações de mudança de habitação, descontando o valor de rendas pagas ao valor de rendas recebidas para efeitos de cálculo de IRS",SIM,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953387a4e5467774f546b30596930334e4751784c545134597a4d744f544e694e5330304d544933596a526a5932566c4e6a41755a47396a65413d3d&fich=3580994b-74d1-48c3-93b5-4127b4ccee60.docx&Inline=true,,,,152652,IL,Substituição do texto da iniciativa a pedido do autor em 2023-03-15. Substituição do texto da iniciativa a pedido do autor em 2023-03-22.,Votação na generalidade,G,Grupos Parlamentares,IL,Rejeitado,124,RP,Abstenção,A Favor,A Favor,Contra,Contra,Contra,Contra,A Favor,2023-05-05,,,8329,Comissão de Orçamento e Finanças,N,,,,,,,,2023,l15
727,114860,I,J,Projeto de Lei,XV,1,2022-03-29,2023-09-14,"Reduz a taxa de IMT aplicável à aquisição de habitação própria e permanente por jovens, alterando o Código do IMT",SIM,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338794e7a4d354d5751794d5330345a444a6a4c5451314e5459744f57566d4d6930784e6a466d4d4463305a544a6c4e5459755a47396a65413d3d&fich=27391d21-8d2c-4556-9ef2-161f074e2e56.docx&Inline=true,,,,152812,PAN,Substituição do texto da iniciativa a pedido do autor em 2023-04-26.,Votação na generalidade,G,Grupos Parlamentares,PAN,Rejeitado,124,RP,A Favor,A Favor,A Favor,Contra,Contra,Contra,Contra,A Favor,2023-05-05,,,8329,Comissão de Orçamento e Finanças,S,,,,,,,,2023,l15
245,114881,I,R,Projeto de Resolução,XV,1,2022-03-29,2023-09-14,Recomenda ao Governo o envolvimento de entidades na recolha de dados sobre práticas de esterilização forçada de raparigas e mulheres com deficiência,SIM,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338345a545a694d54426b4e79316d4d5451334c5451344e546774596a5931597930344e324d334d446b794d7a4a6b4d3251755a47396a&fich=8e6b10d7-f147-4858-b65c-87c709232d3d.doc&Inline=true,,,,151954,L,Substituição do título e do texto da iniciativa a pedido do autor em 2023-03-01. Substituição do título e do texto da iniciativa a pedido do autor em 2023-04-21.,Votação Deliberação,G,Grupos Parlamentares,L,Aprovado,124,RP,A Favor,A Favor,A Favor,A Favor,Abstenção,A Favor,A Favor,A Favor,2023-05-05,,,8325,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias",N,,,,,,,,2023,l15
718,114864,I,J,Projeto de Lei,XV,1,2022-03-29,2023-09-14,"Altera o Estatuto dos Benefícios Fiscais, aprovado pelo Decreto-Lei n.º 215/89, de 1 de julho, alargando o prazo de isenção do imposto municipal sobre imóveis dos prédios ou parte de prédios urbanos habitacionais construídos, ampliados, melhorados ou adquiridos a título oneroso, destinados à habitação própria e permanente ",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396c5a445a6d5a6d466c4d69316a5a6d55784c5451774d446b74596a637a595330345957566c4e5759314d5446684e3255755a47396a65413d3d&fich=ed6ffae2-cfe1-4009-b73a-8aee5f511a7e.docx&Inline=true,,,,152801,BE,,Votação na generalidade,G,Grupos Parlamentares,BE,Rejeitado,124,RP,Abstenção,Abstenção,A Favor,A Favor,Contra,A Favor,Abstenção,A Favor,2023-05-05,,,8329,Comissão de Orçamento e Finanças,S,,,,,,,,2023,l15
717,114869,I,J,Projeto de Lei,XV,1,2022-03-29,2023-09-14,"Fixa em 35% a quota de difusão de música portuguesa na rádio (3.ª alteração à Lei n.º 54/2010, de 24 de dezembro)
",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338794e6d5a684f4752695a53316b4e7a4a6a4c54526a4e5459744f546c6d4e793169596a4d7a5a54426a5a5441305a546b755a47396a65413d3d&fich=26fa8dbe-d72c-4c56-99f7-bb33e0ce04e9.docx&Inline=true,,,,152797,PCP,,Votação na generalidade,G,Grupos Parlamentares,PCP,Aprovado,124,RP,Abstenção,Abstenção,Contra,A Favor,Abstenção,A Favor,A Favor,A Favor,2023-05-05,,,8336,"Comissão de Cultura, Comunicação, Juventude e Desporto",S,,,,,,,,2023,l15
664,114868,I,J,Projeto de Lei,XV,1,2022-03-29,2023-09-14,Estabelece a quota mínima obrigatória de 30 % de música portuguesa na programação musical dos serviços de programas de radiodifusão sonora,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338355a6a63315954426c4e5330784d6d51314c54526b4d6a63745954566a4f533035596d59305a44426b4e324d7a4f5451755a47396a65413d3d&fich=9f75a0e5-12d5-4d27-a5c9-9bf4d0d7c394.docx&Inline=true,,,,152661,BE,,Votação na generalidade,G,Grupos Parlamentares,BE,Aprovado,124,RP,Abstenção,Abstenção,Contra,A Favor,Abstenção,A Favor,A Favor,A Favor,2023-05-05,,,8336,"Comissão de Cultura, Comunicação, Juventude e Desporto",S,,,,,,,,2023,l15
657,114862,I,J,Projeto de Lei,XV,1,2022-03-29,2023-09-14,"Reduz o custo da construção de habitações através da diminuição Imposto sobre o Valor Acrescentado (IVA) relativo à construção, beneficiação, remodelação, renovação, restauro, reparação ou conservação de imóveis ",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396d4e4463354d7a566c4e43316c4d7a49794c54526a4d324d74596d45345a4330774d54677a5a4451784e54686a4e4455755a47396a65413d3d&fich=f47935e4-e322-4c3c-ba8d-0183d4158c45.docx&Inline=true,,,,152651,IL,,Votação na generalidade,G,Grupos Parlamentares,IL,Rejeitado,124,RP,Abstenção,A Favor,A Favor,Contra,Contra,Contra,Contra,Abstenção,2023-05-05,,,8329,Comissão de Orçamento e Finanças,N,,,,,,,,2023,l15
723,114866,I,J,Projeto de Lei,XV,1,2022-03-29,2023-09-14,"Alarga o âmbito dos beneficiários dos apoios extraordinários de apoio às famílias para pagamento da renda e da prestação de contratos de crédito, alterando o Decreto-Lei n.º 20-B/2023, de 22 de março",SIM,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595339684d7a51305932566a4d43307a4d4467344c5451784d7a63744f444e6a5a6930354e5759344f5759354d4751774f5467755a47396a65413d3d&fich=a344cec0-3088-4137-83cf-95f89f90d098.docx&Inline=true,,,,152808,PAN,Substituição do texto da iniciativa a pedido do autor em 2023-04-18.,Votação na generalidade,G,Grupos Parlamentares,PAN,Rejeitado,124,RP,Abstenção,Abstenção,A Favor,A Favor,Contra,A Favor,A Favor,A Favor,2023-05-05,,,8329,Comissão de Orçamento e Finanças,S,,,,,,,,2023,l15
427,114886,I,J,Projeto de Lei,XV,1,2022-03-29,2023-09-14,"Altera o valor das coimas aplicáveis por contraordenações relacionadas às transgressões ocorridas em matéria de infraestruturas rodoviárias onde seja devido o pagamento de taxas de portagens (Nona alteração à Lei n.º 25/2006, de 30 de junho, que aprova o regime sancionatório aplicável às transgressões ocorridas em matéria de infraestruturas rodoviárias onde seja devido o pagamento de taxas de portagem)",SIM,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338784e32557a4f4449345a6930345a6a59784c54517a4d54637459544e6b4e7930344d4449354e444d784e7a52685a5751755a47396a65413d3d&fich=17e3828f-8f61-4317-a3d7-802943174aed.docx&Inline=true,,,,152180,IL,Substituição do texto da iniciativa a pedido do autor em 2023-01-03.,Votação na especialidade,G,Grupos Parlamentares,IL,Aprovado,124,RP,A Favor,A Favor,A Favor,A Favor,A Favor,Abstenção,Abstenção,A Favor,2023-05-05,"Proposta de alteração do PS – emenda do n.º 1 do artigo 15.º da Lei n.º 25/2006, constante do artigo 2.º do Texto Final",,8330,"Comissão de Economia, Obras Públicas, Planeamento e Habitação",N,,,,,,,,2023,l15
652,114859,I,J,Projeto de Lei,XV,1,2022-03-29,2023-09-14,Facilita o acesso às cadernetas prediais do património imobiliário do Estado,SIM,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396b5a44597a4d32466b597931684d444e6b4c5451774e475174596a686b4f4330344d7a6b355a575133595451784e6d51755a47396a65413d3d&fich=dd633adc-a03d-404d-b8d8-8399ed7a416d.docx&Inline=true,,,,152638,IL,Substituição do texto da iniciativa a pedido do autor em 2023-03-24.,Votação na generalidade,G,Grupos Parlamentares,IL,Rejeitado,124,RP,A Favor,A Favor,A Favor,Abstenção,Contra,Abstenção,Contra,A Favor,2023-05-05,,,8329,Comissão de Orçamento e Finanças,S,,,,,,,,2023,l15
721,114865,I,J,Projeto de Lei,XV,1,2022-03-29,2023-09-14,Aumenta o agravamento do IMI para prédios devolutos ,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595339685a544d774e6a55334f5331684d7a4d774c54517a4e544d74596a63314e6930784d446469597a64684f474a6d4d4449755a47396a65413d3d&fich=ae306579-a330-4353-b756-107bc7a8bf02.docx&Inline=true,,,,152804,L,,Votação na generalidade,G,Grupos Parlamentares,L,Rejeitado,124,RP,Contra,Contra,Contra,A Favor,Abstenção,A Favor,A Favor,Abstenção,2023-05-05,,,8329,Comissão de Orçamento e Finanças,S,,,,,,,,2023,l15
606,114858,I,J,Projeto de Lei,XV,1,2022-03-29,2023-09-14,Altera a Lei de Bases da Habitação no sentido de assegurar o acesso à habitação pública ,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953387a596d466859544931596930344e6a56694c5451314d4459744f5749304e5331684d324d334e7a64684d4745304e544d755a47396a65413d3d&fich=3baaa25b-865b-4506-9b45-a3c777a0a453.docx&Inline=true,,,,152565,CH,,Votação na generalidade,G,Grupos Parlamentares,CH,Rejeitado,124,RP,A Favor,A Favor,Abstenção,Contra,Contra,Contra,Contra,Contra,2023-05-05,,,8330,"Comissão de Economia, Obras Públicas, Planeamento e Habitação",S,,,,,,,,2023,l15
651,114861,I,J,Projeto de Lei,XV,1,2022-03-29,2023-09-14,Isenção de Imposto do Selo relativo a empréstimos,SIM,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c3259533878596a49334e574a6a4e4330315a474a6a4c54526d4e325974595463774d533079595459304e7a566a597a49335a5455755a47396a65413d3d&fich=1b275bc4-5dbc-4f7f-a701-2a6475cc27e5.docx&Inline=true,,,,152637,IL,Substituição do texto da iniciativa a pedido do autor em 2023-03-10.,Votação na generalidade,G,Grupos Parlamentares,IL,Rejeitado,124,RP,Abstenção,A Favor,A Favor,Contra,Contra,Abstenção,Contra,A Favor,2023-05-05,,,8329,Comissão de Orçamento e Finanças,S,,,,,,,,2023,l15
725,114870,I,J,Projeto de Lei,XV,1,2022-03-29,2023-09-14,Altera de 25% para 30% a quota mínima obrigatória de música portuguesa na programação musical dos serviços de programas radiofónicos,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338304d4455315a446b354e79316a5a5455334c5451344d6d5174596d557a4e4330324d574e6d4f5449314e324a685a4459755a47396a65413d3d&fich=4055d997-ce57-482d-be34-61cf9257bad6.docx&Inline=true,,,,152810,PAN,,Votação na generalidade,G,Grupos Parlamentares,PAN,Aprovado,124,RP,Abstenção,Abstenção,Contra,A Favor,Abstenção,A Favor,A Favor,A Favor,2023-05-05,,,8336,"Comissão de Cultura, Comunicação, Juventude e Desporto",S,,,,,,,,2023,l15
427,114885,I,J,Projeto de Lei,XV,1,2022-03-29,2023-09-14,"Altera o valor das coimas aplicáveis por contraordenações relacionadas às transgressões ocorridas em matéria de infraestruturas rodoviárias onde seja devido o pagamento de taxas de portagens (Nona alteração à Lei n.º 25/2006, de 30 de junho, que aprova o regime sancionatório aplicável às transgressões ocorridas em matéria de infraestruturas rodoviárias onde seja devido o pagamento de taxas de portagem)",SIM,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338784e32557a4f4449345a6930345a6a59784c54517a4d54637459544e6b4e7930344d4449354e444d784e7a52685a5751755a47396a65413d3d&fich=17e3828f-8f61-4317-a3d7-802943174aed.docx&Inline=true,,,,152180,IL,Substituição do texto da iniciativa a pedido do autor em 2023-01-03.,Votação na especialidade,G,Grupos Parlamentares,IL,Aprovado,124,RP,A Favor,Abstenção,A Favor,A Favor,A Favor,A Favor,Abstenção,A Favor,2023-05-05,"Proposta de alteração do PS – emenda do n.º 4 do artigo 7.º da Lei n.º 25/2006, constante do artigo 2.º do Texto Final",,8330,"Comissão de Economia, Obras Públicas, Planeamento e Habitação",N,,,,,,,,2023,l15
616,114857,I,R,Projeto de Resolução,XV,1,2022-03-29,2023-09-14,"Recomenda ao Governo que proceda ao pagamento do montante adicional de 50% a todos os pensionistas e que proceda à atualização de pensões para os anos de 2023 e 2024 ao abrigo da Lei 53-B/2006, de 29 de dezembro ",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338334f5752694f44426d4e5330794d474a6c4c5451304f4451744f4759305953316a4f4455344e546c6a597a646c4e6d51755a47396a&fich=79db80f5-20be-4484-8f4a-c85859cc7e6d.doc&Inline=true,,,,152784,BE,,Votação na generalidade,G,Grupos Parlamentares,BE,Rejeitado,124,RP,Abstenção,A Favor,Abstenção,A Favor,Contra,A Favor,A Favor,A Favor,2023-05-05,,,8334,"Comissão de Trabalho, Segurança Social e Inclusão",S,,,,,,,,2023,l15
596,114873,I,R,Projeto de Resolução,XV,1,2022-03-29,2023-09-14,Pela salvaguarda dos interesses dos alunos universitários portugueses a realizar o programa de mobilidade Erasmus em França,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338314e544131593255344e4330794e6a597a4c54526a4e6a4d744f546c69595330354e6a4e6c4d5459774d574977595463755a47396a65413d3d&fich=5505ce84-2663-4c63-99ba-963e1601b0a7.docx&Inline=true,,,,152761,CH,,Votação Deliberação,G,Grupos Parlamentares,CH,Rejeitado,124,RP,A Favor,A Favor,Abstenção,Abstenção,Contra,Abstenção,Abstenção,A Favor,2023-05-05,,,8332,Comissão de Educação e Ciência,S,,,,,,,,2023,l15
500,114879,I,R,Projeto de Resolução,XV,1,2022-03-29,2023-09-14,Auditoria ao acesso à interrupção voluntária da gravidez no Serviço Nacional de Saúde,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396d4e4751305a44677a4d7930354f545a694c54526c4e7a5174596a6331597931694d7a466859546b344e4441794f5455755a47396a&fich=f4d4d833-996b-4e74-b75c-b31aa9840295.doc&Inline=true,,,,152533,BE,,Votação Deliberação,G,Grupos Parlamentares,BE,Rejeitado,124,RP,Abstenção,Contra,A Favor,A Favor,Contra,A Favor,A Favor,A Favor,2023-05-05,,,8333,Comissão de Saúde,S,,,,,,,,2023,l15
69,114854,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,Aprova a Lei de Programação Militar,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338344f4442694d574a6c4e6931684d6d59314c5451344d6a67744f5449304d53316c4f474a685a4749304e7a426c5a4751755a47396a65413d3d&fich=880b1be6-a2f5-4828-9241-e8badb470edd.docx&Inline=true,,,,152707,,,Votação na generalidade,V,Governo,Governo,Aprovado,124,RP,Abstenção,Abstenção,Abstenção,Contra,A Favor,Abstenção,Contra,Abstenção,2023-05-05,,,8327,Comissão de Defesa Nacional,S,,,,,,,,2023,l15
632,114878,I,R,Projeto de Resolução,XV,1,2022-03-29,2023-09-14,Recomenda ao Governo as diligências necessárias à classificação do arquivo do “Jornal de Notícias”,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338324f5445794d475a6d5a5330305a5468694c5451344f574974595745335a43316a4e57453559575a6a5a5751304d7a51755a47396a&fich=69120ffe-4e8b-489b-aa7d-c5a9afced434.doc&Inline=true,,,,172812,PCP,,Votação na generalidade,G,Grupos Parlamentares,PCP,Rejeitado,124,RP,Contra,A Favor,A Favor,A Favor,Contra,A Favor,A Favor,A Favor,2023-05-05,,,8336,"Comissão de Cultura, Comunicação, Juventude e Desporto",S,,,,,,,,2023,l15
68,114853,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,Aprova a Lei de Infraestruturas Militares,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c3259533969597a6b784e575a695a43316c4d5759334c5452684d574d744f4745785a5330314d54677a4d545a6c4e7a4a6c4d7a59755a47396a65413d3d&fich=bc915fbd-e1f7-4a1c-8a1e-518316e72e36.docx&Inline=true,,,,152706,,,Votação na generalidade,V,Governo,Governo,Aprovado,124,RP,Abstenção,Abstenção,Abstenção,Abstenção,A Favor,Abstenção,Abstenção,Abstenção,2023-05-05,,,8327,Comissão de Defesa Nacional,S,,,,,,,,2023,l15
